2019/06/16 22:52:51 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877073" "./SAMEA1877073" "-vv"]
2019/06/16 22:52:51 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 22:52:53 DEBUG : Keeping previous permissions for config file: -rw-r--r--
2019/06/16 22:52:53 DEBUG : onedrive-em: Saved new token in config file
2019/06/16 22:52:55 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877073: Modify window is 1s
2019/06/16 23:04:05 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877132" "./SAMEA1877132" "-vv"]
2019/06/16 23:04:05 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 23:04:07 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877132: Modify window is 1s
2019/06/16 23:04:09 INFO  : snps.bed: Copied (new)
2019/06/16 23:04:09 INFO  : snps.bam.bai: Copied (new)
2019/06/16 23:04:12 INFO  : snps.aligned.fa: Copied (new)
2019/06/16 23:04:12 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/16 23:04:13 INFO  : snps.csv: Copied (new)
2019/06/16 23:04:13 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/16 23:04:13 INFO  : snps.consensus.fa: Copied (new)
2019/06/16 23:04:14 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/16 23:04:14 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/16 23:04:15 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/16 23:04:15 INFO  : snps.filt.vcf: Copied (new)
2019/06/16 23:04:16 INFO  : snps.gff: Copied (new)
2019/06/16 23:04:17 INFO  : snps.depth.gz: Copied (new)
2019/06/16 23:04:17 INFO  : snps.log: Copied (new)
2019/06/16 23:04:17 INFO  : snps.html: Copied (new)
2019/06/16 23:04:18 INFO  : snps.raw.vcf: Copied (new)
2019/06/16 23:04:18 INFO  : snps.txt: Copied (new)
2019/06/16 23:04:18 INFO  : snps.tab: Copied (new)
2019/06/16 23:04:18 INFO  : snps.vcf.gz: Copied (new)
2019/06/16 23:04:18 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/16 23:04:19 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/16 23:04:20 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/16 23:04:20 INFO  : snps.vcf: Copied (new)
2019/06/16 23:04:22 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/16 23:04:23 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/16 23:04:23 INFO  : reference/ref.fa: Copied (new)
2019/06/16 23:04:24 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/16 23:04:24 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877132: Waiting for checks to finish
2019/06/16 23:04:24 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877132: Waiting for transfers to finish
2019/06/16 23:04:24 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/16 23:04:25 INFO  : reference/ref.txt: Copied (new)
2019/06/16 23:04:25 INFO  : reference/snpeff.config: Copied (new)
2019/06/16 23:04:26 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/16 23:04:27 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/16 23:04:27 INFO  : reference/ref.gff: Copied (new)
2019/06/16 23:04:27 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/16 23:04:43 INFO  : snps.bam: Copied (new)
2019/06/16 23:04:43 INFO  : 
Transferred:   561.684 MBytes (14.756 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:         38s

2019/06/16 23:04:43 DEBUG : 19 go routines active
2019/06/16 23:04:43 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877132" "./SAMEA1877132" "-vv"]
2019/06/16 23:04:43 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877136" "./SAMEA1877136" "-vv"]
2019/06/16 23:04:43 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 23:04:45 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877136: Modify window is 1s
2019/06/16 23:04:46 INFO  : snps.bed: Copied (new)
2019/06/16 23:04:46 INFO  : snps.bam.bai: Copied (new)
2019/06/16 23:04:49 INFO  : snps.aligned.fa: Copied (new)
2019/06/16 23:04:49 INFO  : snps.consensus.fa: Copied (new)
2019/06/16 23:04:50 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/16 23:04:50 INFO  : snps.csv: Copied (new)
2019/06/16 23:04:50 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/16 23:04:51 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/16 23:04:51 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/16 23:04:52 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/16 23:04:52 INFO  : snps.filt.vcf: Copied (new)
2019/06/16 23:04:53 INFO  : snps.html: Copied (new)
2019/06/16 23:04:54 INFO  : snps.log: Copied (new)
2019/06/16 23:04:55 INFO  : snps.gff: Copied (new)
2019/06/16 23:04:55 INFO  : snps.raw.vcf: Copied (new)
2019/06/16 23:04:55 INFO  : snps.tab: Copied (new)
2019/06/16 23:04:55 INFO  : snps.depth.gz: Copied (new)
2019/06/16 23:04:56 INFO  : snps.txt: Copied (new)
2019/06/16 23:04:56 INFO  : snps.vcf.gz: Copied (new)
2019/06/16 23:04:56 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/16 23:04:56 INFO  : snps.vcf: Copied (new)
2019/06/16 23:04:57 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/16 23:04:57 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/16 23:04:58 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/16 23:04:59 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/16 23:04:59 INFO  : reference/ref.fa: Copied (new)
2019/06/16 23:04:59 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/16 23:04:59 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877136: Waiting for checks to finish
2019/06/16 23:04:59 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877136: Waiting for transfers to finish
2019/06/16 23:05:00 INFO  : reference/ref.txt: Copied (new)
2019/06/16 23:05:00 INFO  : reference/ref.gff: Copied (new)
2019/06/16 23:05:00 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/16 23:05:01 INFO  : reference/snpeff.config: Copied (new)
2019/06/16 23:05:01 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/16 23:05:02 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/16 23:05:03 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/16 23:05:23 INFO  : snps.bam: Copied (new)
2019/06/16 23:05:23 INFO  : 
Transferred:   626.910 MBytes (15.886 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       39.4s

2019/06/16 23:05:23 DEBUG : 20 go routines active
2019/06/16 23:05:23 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877136" "./SAMEA1877136" "-vv"]
2019/06/16 23:05:23 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877139" "./SAMEA1877139" "-vv"]
2019/06/16 23:05:23 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 23:05:25 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877139: Modify window is 1s
2019/06/16 23:05:26 INFO  : snps.bed: Copied (new)
2019/06/16 23:05:27 INFO  : snps.bam.bai: Copied (new)
2019/06/16 23:05:29 INFO  : snps.aligned.fa: Copied (new)
2019/06/16 23:05:30 INFO  : snps.consensus.fa: Copied (new)
2019/06/16 23:05:30 INFO  : snps.csv: Copied (new)
2019/06/16 23:05:30 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/16 23:05:31 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/16 23:05:31 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/16 23:05:32 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/16 23:05:32 INFO  : snps.depth.gz: Copied (new)
2019/06/16 23:05:33 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/16 23:05:33 INFO  : snps.filt.vcf: Copied (new)
2019/06/16 23:05:33 INFO  : snps.log: Copied (new)
2019/06/16 23:05:33 INFO  : snps.gff: Copied (new)
2019/06/16 23:05:34 INFO  : snps.html: Copied (new)
2019/06/16 23:05:34 INFO  : snps.tab: Copied (new)
2019/06/16 23:05:34 INFO  : snps.raw.vcf: Copied (new)
2019/06/16 23:05:35 INFO  : snps.txt: Copied (new)
2019/06/16 23:05:35 INFO  : snps.vcf: Copied (new)
2019/06/16 23:05:35 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/16 23:05:35 INFO  : snps.vcf.gz: Copied (new)
2019/06/16 23:05:36 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/16 23:05:36 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/16 23:05:37 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/16 23:05:38 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/16 23:05:39 INFO  : reference/ref.fa: Copied (new)
2019/06/16 23:05:39 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/16 23:05:39 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877139: Waiting for checks to finish
2019/06/16 23:05:39 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877139: Waiting for transfers to finish
2019/06/16 23:05:39 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/16 23:05:40 INFO  : reference/ref.txt: Copied (new)
2019/06/16 23:05:40 INFO  : reference/snpeff.config: Copied (new)
2019/06/16 23:05:40 INFO  : reference/ref.gff: Copied (new)
2019/06/16 23:05:40 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/16 23:05:42 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/16 23:05:42 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/16 23:05:52 INFO  : snps.bam: Copied (new)
2019/06/16 23:05:52 INFO  : 
Transferred:   572.266 MBytes (19.466 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       29.3s

2019/06/16 23:05:52 DEBUG : 20 go routines active
2019/06/16 23:05:52 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877139" "./SAMEA1877139" "-vv"]
2019/06/16 23:05:52 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877142" "./SAMEA1877142" "-vv"]
2019/06/16 23:05:52 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 23:05:54 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877142: Modify window is 1s
2019/06/16 23:05:55 INFO  : snps.bed: Copied (new)
2019/06/16 23:05:55 INFO  : snps.bam.bai: Copied (new)
2019/06/16 23:06:00 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/16 23:06:00 INFO  : snps.aligned.fa: Copied (new)
2019/06/16 23:06:02 INFO  : snps.csv: Copied (new)
2019/06/16 23:06:02 INFO  : snps.consensus.fa: Copied (new)
2019/06/16 23:06:02 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/16 23:06:03 INFO  : snps.depth.gz: Copied (new)
2019/06/16 23:06:03 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/16 23:06:04 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/16 23:06:04 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/16 23:06:04 INFO  : snps.filt.vcf: Copied (new)
2019/06/16 23:06:05 INFO  : snps.log: Copied (new)
2019/06/16 23:06:05 INFO  : snps.html: Copied (new)
2019/06/16 23:06:06 INFO  : snps.tab: Copied (new)
2019/06/16 23:06:06 INFO  : snps.gff: Copied (new)
2019/06/16 23:06:06 INFO  : snps.raw.vcf: Copied (new)
2019/06/16 23:06:07 INFO  : snps.txt: Copied (new)
2019/06/16 23:06:07 INFO  : snps.vcf.gz: Copied (new)
2019/06/16 23:06:08 INFO  : snps.vcf: Copied (new)
2019/06/16 23:06:08 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/16 23:06:09 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/16 23:06:09 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/16 23:06:09 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/16 23:06:11 INFO  : reference/ref.fa: Copied (new)
2019/06/16 23:06:13 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/16 23:06:16 INFO  : reference/ref.gff: Copied (new)
2019/06/16 23:06:16 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877142: Waiting for checks to finish
2019/06/16 23:06:16 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877142: Waiting for transfers to finish
2019/06/16 23:06:17 INFO  : reference/ref.txt: Copied (new)
2019/06/16 23:06:18 INFO  : reference/snpeff.config: Copied (new)
2019/06/16 23:06:18 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/16 23:06:19 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/16 23:06:19 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/16 23:06:21 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/16 23:06:33 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/16 23:06:54 INFO  : 
Transferred:   71.657 MBytes (1.157 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      1m1.9s
Transferring:
 *                                      snps.bam:  8% /187.389M, 57.498k/s, 50m52s

2019/06/16 23:07:54 INFO  : 
Transferred:   87.657 MBytes (736.006 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      2m1.9s
Transferring:
 *                                      snps.bam: 17% /187.389M, 138.565k/s, 19m8s

2019/06/16 23:08:54 INFO  : 
Transferred:   95.657 MBytes (538.331 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      3m1.9s
Transferring:
 *                                      snps.bam: 21% /187.389M, 74.009k/s, 33m59s

2019/06/16 23:09:54 INFO  : 
Transferred:   127.657 MBytes (540.265 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      4m1.9s
Transferring:
 *                                      snps.bam: 38% /187.389M, 1.190M/s, 1m36s

2019/06/16 23:10:15 INFO  : snps.bam: Copied (new)
2019/06/16 23:10:15 INFO  : 
Transferred:   243.050 MBytes (948.923 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:     4m22.2s

2019/06/16 23:10:15 DEBUG : 6 go routines active
2019/06/16 23:10:15 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877142" "./SAMEA1877142" "-vv"]
2019/06/16 23:10:15 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877150" "./SAMEA1877150" "-vv"]
2019/06/16 23:10:15 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 23:10:16 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877150: Modify window is 1s
2019/06/16 23:10:17 INFO  : snps.bed: Copied (new)
2019/06/16 23:10:18 INFO  : snps.bam.bai: Copied (new)
2019/06/16 23:10:19 INFO  : snps.aligned.fa: Copied (new)
2019/06/16 23:10:20 INFO  : snps.consensus.fa: Copied (new)
2019/06/16 23:10:20 INFO  : snps.csv: Copied (new)
2019/06/16 23:10:21 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/16 23:10:22 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/16 23:10:22 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/16 23:10:23 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/16 23:10:23 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/16 23:10:23 INFO  : snps.depth.gz: Copied (new)
2019/06/16 23:10:24 INFO  : snps.filt.vcf: Copied (new)
2019/06/16 23:10:24 INFO  : snps.html: Copied (new)
2019/06/16 23:10:24 INFO  : snps.log: Copied (new)
2019/06/16 23:10:25 INFO  : snps.gff: Copied (new)
2019/06/16 23:10:25 INFO  : snps.raw.vcf: Copied (new)
2019/06/16 23:10:25 INFO  : snps.tab: Copied (new)
2019/06/16 23:10:25 INFO  : snps.txt: Copied (new)
2019/06/16 23:10:26 INFO  : snps.vcf: Copied (new)
2019/06/16 23:10:26 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/16 23:10:27 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/16 23:10:27 INFO  : snps.vcf.gz: Copied (new)
2019/06/16 23:10:28 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/16 23:10:28 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/16 23:10:29 INFO  : reference/ref.fa: Copied (new)
2019/06/16 23:10:29 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/16 23:10:31 INFO  : reference/ref.gff: Copied (new)
2019/06/16 23:10:31 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877150: Waiting for checks to finish
2019/06/16 23:10:31 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877150: Waiting for transfers to finish
2019/06/16 23:10:31 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/16 23:10:32 INFO  : reference/ref.txt: Copied (new)
2019/06/16 23:10:32 INFO  : reference/snpeff.config: Copied (new)
2019/06/16 23:10:33 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/16 23:10:34 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/16 23:10:35 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/16 23:10:38 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/16 23:10:55 INFO  : snps.bam: Copied (new)
2019/06/16 23:10:55 INFO  : 
Transferred:   793.968 MBytes (19.744 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:       40.2s

2019/06/16 23:10:55 DEBUG : 20 go routines active
2019/06/16 23:10:55 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877150" "./SAMEA1877150" "-vv"]
2019/06/16 23:10:55 DEBUG : rclone: Version "v1.41" starting with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877150_L6" "./SAMEA1877150_L6" "-vv"]
2019/06/16 23:10:55 DEBUG : Using config file from "/root/.config/rclone/rclone.conf"
2019/06/16 23:10:57 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877150_L6: Modify window is 1s
2019/06/16 23:10:58 INFO  : snps.bed: Copied (new)
2019/06/16 23:10:58 INFO  : snps.bam.bai: Copied (new)
2019/06/16 23:11:00 INFO  : snps.consensus.fa: Copied (new)
2019/06/16 23:11:01 INFO  : snps.csv: Copied (new)
2019/06/16 23:11:02 INFO  : snps.aligned.fa: Copied (new)
2019/06/16 23:11:03 INFO  : snps.depth.gz.tbi: Copied (new)
2019/06/16 23:11:04 INFO  : snps.filt.subs.vcf: Copied (new)
2019/06/16 23:11:04 INFO  : snps.depth.gz: Copied (new)
2019/06/16 23:11:05 INFO  : snps.filt.subs.vcf.gz: Copied (new)
2019/06/16 23:11:05 INFO  : snps.filt.subs.vcf.gz.tbi: Copied (new)
2019/06/16 23:11:06 INFO  : snps.filt.vcf: Copied (new)
2019/06/16 23:11:06 INFO  : snps.gff: Copied (new)
2019/06/16 23:11:07 INFO  : snps.html: Copied (new)
2019/06/16 23:11:07 INFO  : snps.log: Copied (new)
2019/06/16 23:11:07 INFO  : snps.tab: Copied (new)
2019/06/16 23:11:08 INFO  : snps.raw.vcf: Copied (new)
2019/06/16 23:11:08 INFO  : snps.txt: Copied (new)
2019/06/16 23:11:09 INFO  : snps.vcf: Copied (new)
2019/06/16 23:11:09 INFO  : snps.consensus.subs.fa: Copied (new)
2019/06/16 23:11:09 INFO  : snps.vcf.gz.tbi: Copied (new)
2019/06/16 23:11:10 INFO  : snps.vcf.gz: Copied (new)
2019/06/16 23:11:10 INFO  : reference/ref.fa.amb: Copied (new)
2019/06/16 23:11:10 INFO  : reference/ref.fa.ann: Copied (new)
2019/06/16 23:11:11 INFO  : reference/ref.fa.fai: Copied (new)
2019/06/16 23:11:12 INFO  : reference/ref.fa: Copied (new)
2019/06/16 23:11:13 INFO  : reference/ref.fa.bwt: Copied (new)
2019/06/16 23:11:15 INFO  : reference/ref.fa.sa: Copied (new)
2019/06/16 23:11:15 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877150_L6: Waiting for checks to finish
2019/06/16 23:11:15 INFO  : Local file system at /biodragon/vagrantBox/africanum_analysis/lab/SAMEA1877150_L6: Waiting for transfers to finish
2019/06/16 23:11:16 INFO  : reference/ref.txt: Copied (new)
2019/06/16 23:11:17 INFO  : reference/snpeff.config: Copied (new)
2019/06/16 23:11:17 INFO  : reference/ref.fa.pac: Copied (new)
2019/06/16 23:11:20 INFO  : reference/genomes/ref.fa: Copied (new)
2019/06/16 23:11:20 INFO  : reference/ref/genes.gff.gz: Copied (new)
2019/06/16 23:11:22 INFO  : reference/ref/snpEffectPredictor.bin: Copied (new)
2019/06/16 23:11:28 INFO  : reference/ref.gff: Copied (new)
2019/06/16 23:11:57 INFO  : 
Transferred:   65.672 MBytes (1.061 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      1m1.9s
Transferring:
 *                                      snps.bam:  1% /736.292M, 120.266k/s, 1h43m21s

2019/06/16 23:12:57 INFO  : 
Transferred:   81.672 MBytes (686.062 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      2m1.9s
Transferring:
 *                                      snps.bam:  3% /736.292M, 560.773k/s, 21m40s

2019/06/16 23:13:57 INFO  : 
Transferred:   89.672 MBytes (504.801 kBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      3m1.9s
Transferring:
 *                                      snps.bam:  4% /736.292M, 214.670k/s, 55m59s

2019/06/16 23:14:57 INFO  : 
Transferred:   609.672 MBytes (2.520 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           34
Elapsed time:      4m1.9s
Transferring:
 *                                      snps.bam: 74% /736.292M, 12.560M/s, 14s

2019/06/16 23:15:08 INFO  : snps.bam: Copied (new)
2019/06/16 23:15:08 INFO  : 
Transferred:   793.968 MBytes (3.130 MBytes/s)
Errors:                 0
Checks:                 0
Transferred:           35
Elapsed time:     4m13.6s

2019/06/16 23:15:08 DEBUG : 5 go routines active
2019/06/16 23:15:08 DEBUG : rclone: Version "v1.41" finishing with parameters ["rclone" "copy" "onedrive-em:africanum_analysis/snippy/SAMEA1877150_L6" "./SAMEA1877150_L6" "-vv"]
